,id,title,overview,release_date,popularity,vote_average,vote_count
2145,453278,The Rider,"Once a rising star of the rodeo circuit, and a gifted horse trainer, young cowboy Brady is warned that his riding days are over after a horse crushed his skull at a rodeo. In an attempt to regain control of his own fate, Brady undertakes a search for a new identity and what it means to be a man in the heartland of the United States.",2018-03-28,1.3518,7.295,528
2146,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.,2012-06-23,2.0051,7.3,448
2147,1155089,Justice League: Crisis on Infinite Earths Part One,"Death is coming. Worse than death: oblivion. Not just for our Earth, but for everyone, everywhere, in every universe! Against this ultimate destruction, the mysterious Monitor has gathered the greatest team of Super Heroes ever assembled. But what can the combined might of Superman, Wonder Woman, Batman, The Flash, Green Lantern and hundreds of Super Heroes from multiple Earths even do to save all of reality from an unstoppable antimatter armageddon?!",2024-01-08,3.1689,7.3,385
2148,614587,Lupin III: The First,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.",2019-12-06,1.5337,7.3,306
2149,259693,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,2016-06-08,9.8232,7.294,9006
2150,65229,Tomboy,"Ten-year-old Laure isn't like most girls. She prefers football to dolls and sweaters to dresses. When Laure and her family move to a new neighbourhood, local girl Lisa mistakes Laure for a boy. Indulging in this exciting new identity, Laure becomes Mickaël, and so begins a summer of long sunny afternoons, playground games and first kisses. Yet with the school term fast approaching, and with suspicions arising amongst friends and family, Laure must face up to an uncertain future.",2011-04-20,2.8867,7.295,739
2151,964980,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,2023-04-05,5.5195,7.293,2231
2152,454626,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020-02-12,9.2506,7.293,10214
2153,39108,Dragon Ball Z: Wrath of the Dragon,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,1995-07-15,4.5486,7.296,769
2154,38142,5 Centimeters per Second,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",2007-03-03,5.1484,7.293,2090
2155,13932,Jack-Jack Attack,"The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.",2005-03-15,1.256,7.293,969
2156,610120,Anima,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019-06-26,0.8259,7.292,462
2157,541671,Ballerina,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",2025-06-04,25.9396,7.291,2220
2158,408220,Justice League Dark,"When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind.",2017-01-24,2.1488,7.292,1115
2159,926393,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",2023-08-30,9.5103,7.291,3540
2160,318121,The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016-06-16,1.8075,7.29,2277
2161,46919,Daisies,Two teenage girls embark on a series of destructive pranks in which they consume and destroy the world around them.,1966-12-30,1.4766,7.291,413
2162,20620,Seconds,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity; one that comes with its own price.,1966-10-05,3.7243,7.295,415
2163,493922,Hereditary,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",2018-06-07,9.5464,7.29,8309
2164,535356,Elisa & Marcela,"The film tells the true story of Elisa Sánchez Loriga and Marcela Gracia Ibeas, two women in 1901 Spain who fell deeply in love. To overcome societal and legal barriers to their relationship, Elisa assumes a male identity, enabling the pair to marry in secret. Their daring act makes them the first recorded same-sex couple to marry in Spain, but their love is tested as they face relentless persecution and sacrifice.",2019-05-24,1.5248,7.289,399
2165,14554,Bad Day at Black Rock,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1955-01-13,1.5419,7.3,398
2166,14320,Great Expectations,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1946-12-26,3.0918,7.289,365
2167,508642,Gonjiam: Haunted Asylum,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",2018-03-28,9.4822,7.288,869
2168,258230,A Monster Calls,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,2016-10-07,3.2968,7.287,3496
2169,941,Lethal Weapon,A veteran cop and an unstable detective become partners who must put their differences aside in order to bring down a heroin-smuggling ring run by ex-Special Forces.,1987-03-06,6.719,7.286,4876
2170,255,Stolen Kisses,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",1968-09-04,2.5566,7.3,449
2171,668461,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",2022-11-18,2.0374,7.285,906
2172,60308,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",2011-09-23,4.1226,7.285,5564
